product_id,product_name,product_url,reviewer_name,rating,sentiment,confidence,score,roberta_label,method,title,review_text,date,verified_purchase,helpful_count
5459845070,,https://www.walmart.com/ip/PHANCIR-Adjustable-Lap-Desk-Laptop-Stand-Bed-Tray-Foldable-Laptop-Desk-with-Storage-Drawer-Gray/5459845070?adsRedirect=true,Anonymous,,positive,0.9706,0.9853,positive,roberta,Awesome! 😊,"This is awesome! It's so easy to adjust the height %26 the angle! I set it in front of me on the couch %26 then put my Bible or my latest mystery book on it. It really helps me to sit more upright, which my chiropractor likes. And it eliminates any strain on my arms or hands from holding a heavy book up. It was completely assembled whit arrived, so I appreciate that there was nothing to put together. I'm enjoying this very much %26 highly recommend it. 😊",,False,0
5459845070,,https://www.walmart.com/ip/PHANCIR-Adjustable-Lap-Desk-Laptop-Stand-Bed-Tray-Foldable-Laptop-Desk-with-Storage-Drawer-Gray/5459845070?adsRedirect=true,Anonymous,,positive,0.9846,0.9923,positive,roberta,,"This is an excellent lap desk! The angle is adjustable, as well as the height and needs no assembling or instructions! I am well pleased and happy to give this recommendation!",,False,0
5459845070,,https://www.walmart.com/ip/PHANCIR-Adjustable-Lap-Desk-Laptop-Stand-Bed-Tray-Foldable-Laptop-Desk-with-Storage-Drawer-Gray/5459845070?adsRedirect=true,Anonymous,,positive,0.7944,0.8972,positive,roberta,It was a good price conpared to other venders.,"Iike it OK. Ihave a 12.4"" tablet with a drop protective case. with a hand loop onthe back. I have to turn the stops at bottom bertial to keep tablet gron sliding off. My cell phone has a case and doesn't fit the slot at top. Without cases it should work great. I think it is a good balue for the money.",,False,0
5459845070,,https://www.walmart.com/ip/PHANCIR-Adjustable-Lap-Desk-Laptop-Stand-Bed-Tray-Foldable-Laptop-Desk-with-Storage-Drawer-Gray/5459845070?adsRedirect=true,Anonymous,,negative,0.541,0.2295,negative,roberta,Good size but has its quirks,"It didn't have the drawer which is a bummer. Also, the slots for phones and tablets, are too shallow. My phone kept faceplanting and I'm scared it will bust my screen so that's a no for me. It was the same for my tablet. The size of the tray is good. I am a plus-size woman and it fits well over my legs. I love the height adjustment but it's hard to tilt without lifting the whole table to do it. While using in bed, It does fall toward me when my laptop is on it.",,False,0
5459845070,,https://www.walmart.com/ip/PHANCIR-Adjustable-Lap-Desk-Laptop-Stand-Bed-Tray-Foldable-Laptop-Desk-with-Storage-Drawer-Gray/5459845070?adsRedirect=true,Anonymous,,neutral,0.7559,0.5,neutral,roberta,,"Purchased to use when I have surgery. I wanted something adjustable that would fit between the recliner arms. This tray is sturdy and adjustable. However, there were no instructions on how to adjust the legs or lock them in place. I was able to figure out how to raise and lock the legs in place fairly quickly. It took some time to figure out how to rotate the legs of the easel feature. When used as a tray it is a little too tall with the legs at the lowest position.",,False,0
5459845070,,https://www.walmart.com/ip/PHANCIR-Adjustable-Lap-Desk-Laptop-Stand-Bed-Tray-Foldable-Laptop-Desk-with-Storage-Drawer-Gray/5459845070?adsRedirect=true,Anonymous,,neutral,0.5203,0.5,neutral,roberta,,"is kind of expensive for what it is. It's sturdy enough and even though theres no ""lock"" on the legs they stay open or close. For some reason mine have a loose screw INSIDE one of the legs tube so it rattles when I move it. Overall it works, but should be cheaper.",,False,0
5459845070,,https://www.walmart.com/ip/PHANCIR-Adjustable-Lap-Desk-Laptop-Stand-Bed-Tray-Foldable-Laptop-Desk-with-Storage-Drawer-Gray/5459845070?adsRedirect=true,Anonymous,,negative,0.8443,0.0778,negative,roberta,Nothing but frustration and bruises,"FIRST LOOK: No instructions, but the assembly seems simple enough. STRIKE 1: One of the plastic blocks to keep things from sliding off when you have the table portion angled is too large to slide into the hole like the other one it came with %26 is also filthy like coffee was spilled , staining it- and looks used. Was this a defective returned product that they decided to re-sell without checking the functionality of it? STRIKE 2: You cannot have the table angled if you're sitting on a bed or couch because the entire table becomes top-heavy %26 falls towards you. I had no intention of sitting on the floor to use this, so this issue is frustrating. STRIKE 3: The plastic drawer is essentially useless . It doesn't slide well, requiring quite a bit of force to open and close. You can already see plastic shavings spiraling off when you try to use it %26 I only tested it out for setup. It wouldn't last long if I tried to use it regularly- or occasionally for that matter. STRIKE 4: One of the spring-loaded clips for height adjustment won't stay locked in the place I want it. Also- I smacked my thumbs MULTIPLE times on the other clip (for adjusting angle) when I was trying to get it to lock in like the other side does. No luck, so it won't allow proper height adjustment either. Frustrated by how often I hurt my thumbs (as mentioned above), as well as smacking my knees repeatedly when trying to flip it over to adjust it when upright wasn't working … the number of injuries/bumps %26 bruises is absolutely ridiculous! I could get better functionality from a cardboard box with a couple books inside to weigh it down: at least with that setup it wouldn't be top-heavy and I wouldn't have to worry about it falling towards me. I suppose that it's my fault for believing that this cheaper option could be useful at all. Returning ASAP %26 buying the more expensive option %26 hoping that it's more functional. Otherwise, that cardboard box idea is looking even more appealing.",,False,0
5459845070,,https://www.walmart.com/ip/PHANCIR-Adjustable-Lap-Desk-Laptop-Stand-Bed-Tray-Foldable-Laptop-Desk-with-Storage-Drawer-Gray/5459845070?adsRedirect=true,Anonymous,,negative,0.6473,0.1764,negative,roberta,Doesn't fit my needs,"The table is wide enough for a notepad and chromebook. The overall sturdiness while trying to adjust tilt causes legs to move too much. Phone and tablet holders were an excellent idea. However, while the table is at a tilt, the tablet/phone also tilts. I was hoping this table would allow me to be on a laptop and video calls at the same time.",,False,0
5459845070,,https://www.walmart.com/ip/PHANCIR-Adjustable-Lap-Desk-Laptop-Stand-Bed-Tray-Foldable-Laptop-Desk-with-Storage-Drawer-Gray/5459845070?adsRedirect=true,Anonymous,,negative,0.7981,0.1009,negative,roberta,,delivered with 2 big long slashes like someone took a knife to the original package and put it in another because the package that came was also all banged up.,,False,0
5459845070,,https://www.walmart.com/ip/PHANCIR-Adjustable-Lap-Desk-Laptop-Stand-Bed-Tray-Foldable-Laptop-Desk-with-Storage-Drawer-Gray/5459845070?adsRedirect=true,Anonymous,,negative,0.9181,0.0409,negative,roberta,Could not adjust the tilt.,What a nightmare. I could not get the tilt to work after struggling for and hour. My friend finally forced it into place. I cannot fold the legs in to put it away.,,False,0
