product_id,product_name,product_url,reviewer_name,rating,sentiment,confidence,score,roberta_label,method,title,review_text,date,verified_purchase,helpful_count
15830320204,,https://www.walmart.com/ip/TT-SS-CREW-TUNIC-TEE/15830320204?classType=VARIANT&athbdg=L1400&from=/search,Anonymous,,neutral,0.4304,0.5,neutral,roberta,"Clings badly, long in back-like that. Returned.","Nothing wrong with these shirts per say, they are nice for the price. They are nice and long in the back so if you still wear leggings sometimes you might like these. I just couldn't get past the fit, they were not flattering on me and clung to all the wrong body rolls and stuff, so no for me.",,False,0
15830320204,,https://www.walmart.com/ip/TT-SS-CREW-TUNIC-TEE/15830320204?classType=VARIANT&athbdg=L1400&from=/search,Anonymous,,neutral,0.4989,0.5,neutral,roberta,"Not for Size, too clingy","I liked these, they are soft and long in the back which is nice for leggings or yoga pants or IDK, other stuff. I found them to be too clingy around my fat, and I'm not wearing shapewear with a t shirt. I am a plus size, so if your not that, these could work well for you. I much prefer the Terra and Sky shirts over these only because these accentuate the upper belly and back fat so much and those are more forgiving.",,False,0
15830320204,,https://www.walmart.com/ip/TT-SS-CREW-TUNIC-TEE/15830320204?classType=VARIANT&athbdg=L1400&from=/search,Anonymous,,neutral,0.7417,0.5,neutral,roberta,,I ordered extra small and I believe this same shirt could be sized extra small to medium … very long if you want to cover butte ….,,False,0
15830320204,,https://www.walmart.com/ip/TT-SS-CREW-TUNIC-TEE/15830320204?classType=VARIANT&athbdg=L1400&from=/search,Anonymous,,neutral,0.5615,0.5,neutral,roberta,like this for some outfits,although I like this for some outfits it is a top that will pill pretty quickly simply as a side effect of the fabric type,,False,0
15830320204,,https://www.walmart.com/ip/TT-SS-CREW-TUNIC-TEE/15830320204?classType=VARIANT&athbdg=L1400&from=/search,Anonymous,,neutral,0.4084,0.5,neutral,roberta,,"I like the fit and the fabric and it seems like it won't fade, but it's a sweat inducing fabric that doesn't breath like cotton or cotton blend.",,False,0
15830320204,,https://www.walmart.com/ip/TT-SS-CREW-TUNIC-TEE/15830320204?classType=VARIANT&athbdg=L1400&from=/search,Anonymous,,neutral,0.587,0.5,neutral,roberta,COMFY AND CASUAL TEE,"Oddly, this plain tunic tee runs a tad smaller than the tie die one I purchased from same manufacturer, same size. It is still comfy and flowy, just a little bit tighter in the hip area",,False,0
15830320204,,https://www.walmart.com/ip/TT-SS-CREW-TUNIC-TEE/15830320204?classType=VARIANT&athbdg=L1400&from=/search,Anonymous,,neutral,0.6623,0.5,neutral,roberta,,Just average overseas production but price was reasonable,,False,0
15830320204,,https://www.walmart.com/ip/TT-SS-CREW-TUNIC-TEE/15830320204?classType=VARIANT&athbdg=L1400&from=/search,Anonymous,,neutral,0.8125,0.5,neutral,roberta,,Sizing is off a person who is medium could wear extra small …,,False,0
15830320204,,https://www.walmart.com/ip/TT-SS-CREW-TUNIC-TEE/15830320204?classType=VARIANT&athbdg=L1400&from=/search,Anonymous,,neutral,0.7826,0.5,neutral,roberta,go smaller,longer than in picture. sometimes wear large should have gone small,,False,0
15830320204,,https://www.walmart.com/ip/TT-SS-CREW-TUNIC-TEE/15830320204?classType=VARIANT&athbdg=L1400&from=/search,Anonymous,,neutral,0.5916,0.5,neutral,roberta,Price more then ticket,The ticket said $9.98 rang up $10.98.,,False,0
