product_id,product_name,product_url,reviewer_name,rating,sentiment,confidence,score,roberta_label,method,title,review_text,date,verified_purchase,helpful_count
5274004645,,https://www.walmart.com/ip/Kenmore-Energy-Efficient-Refrigerator-Black/5274004645?classType=VARIANT&adsRedirect=true,Anonymous,,neutral,0.7093,0.5,neutral,roberta,Kenmore Refrigerator,"[This review was collected as part of a promotion.] Did not Ike too small, seems too low on the shelf. Freedom portion tiny. Won't have room for extras like leftovers or storing ahead for parties.",,False,0
5274004645,,https://www.walmart.com/ip/Kenmore-Energy-Efficient-Refrigerator-Black/5274004645?classType=VARIANT&adsRedirect=true,Anonymous,,neutral,0.5247,0.5,neutral,roberta,Nice but dated,[This review was collected as part of a promotion.] Looks nice but seems smaller than I would like. Has nice features with hidden handles. But seems dated with ice inside and freezer on top.,,False,0
2037622238,,https://www.walmart.com/ip/Simzlife-126-Can-Beverage-Refrigerator-and-Cooler-with-Glass-Door-for-Home-18-9-in-W-31-5-in-H/2037622238?classType=VARIANT&athbdg=L1103&adsRedirect=true,Anonymous,,neutral,0.5767,0.5,neutral,roberta,Not as pictured,"I purchased this mainly because in the photo it shows the tall bottles on bottom. BUT that rack is not adjustable to accommodate tall bottles so you have to remove a rack above that to make bottles fit. So what you receive is NOT AS PICTURED. The weight of the cans and bottles will cause the racks to sag in the center, which makes them unstable when opening the door so you have to be very careful you don't knock them all over when opening. I put a Gatorade bottle in the middle of bottom to stabilize the rack above with the bottles. It does cool nicely and it is convenient. I haven't decided if I'm going to keep this item.",,False,0
2037622238,,https://www.walmart.com/ip/Simzlife-126-Can-Beverage-Refrigerator-and-Cooler-with-Glass-Door-for-Home-18-9-in-W-31-5-in-H/2037622238?classType=VARIANT&athbdg=L1103&adsRedirect=true,Anonymous,,neutral,0.5085,0.5,neutral,roberta,,"This fridge fits about 9/2 gallons/tall quarts of milk for our small coffee shop. There's plenty of room for all the other items. I removed a star because the door sometimes doesn't shut so temperature goes up… That has been super frustrating. If the seal on the door was stronger, it would be helpful.",,False,0
2037622238,,https://www.walmart.com/ip/Simzlife-126-Can-Beverage-Refrigerator-and-Cooler-with-Glass-Door-for-Home-18-9-in-W-31-5-in-H/2037622238?classType=VARIANT&athbdg=L1103&adsRedirect=true,Anonymous,,neutral,0.4499,0.5,neutral,roberta,,Love it but...the glass front glass is constantly wet from condensation. we wipe it down everyday. we luve in humid environment so you may not have this problem.,,False,0
2037622238,,https://www.walmart.com/ip/Simzlife-126-Can-Beverage-Refrigerator-and-Cooler-with-Glass-Door-for-Home-18-9-in-W-31-5-in-H/2037622238?classType=VARIANT&athbdg=L1103&adsRedirect=true,Anonymous,,neutral,0.4374,0.5,neutral,roberta,Small but spaces,"the space is very good, get cold really fast. the only problem i seems to have was the top get very hot not sure why ?",,False,0
2037622238,,https://www.walmart.com/ip/Simzlife-126-Can-Beverage-Refrigerator-and-Cooler-with-Glass-Door-for-Home-18-9-in-W-31-5-in-H/2037622238?classType=VARIANT&athbdg=L1103&adsRedirect=true,Anonymous,,neutral,0.6121,0.5,neutral,roberta,,Wanted to acquire something convenient for my family to find quick refreshments. This keeps them out of my refrigerator.,,False,0
2037622238,,https://www.walmart.com/ip/Simzlife-126-Can-Beverage-Refrigerator-and-Cooler-with-Glass-Door-for-Home-18-9-in-W-31-5-in-H/2037622238?classType=VARIANT&athbdg=L1103&adsRedirect=true,Anonymous,,neutral,0.6405,0.5,neutral,roberta,It's okay,Does not get as cold as the setting. But because it's lowest setting is 32 you can get it somewhat cold. (I like my drinks cold) Makes some strange meaning and groaning noises.,,False,0
2037622238,,https://www.walmart.com/ip/Simzlife-126-Can-Beverage-Refrigerator-and-Cooler-with-Glass-Door-for-Home-18-9-in-W-31-5-in-H/2037622238?classType=VARIANT&athbdg=L1103&adsRedirect=true,Anonymous,,neutral,0.8727,0.5,neutral,roberta,,Says it get to 34 degrees. It only got to 42 degrees when set to 34 degrees,,False,0
2037622238,,https://www.walmart.com/ip/Simzlife-126-Can-Beverage-Refrigerator-and-Cooler-with-Glass-Door-for-Home-18-9-in-W-31-5-in-H/2037622238?classType=VARIANT&athbdg=L1103&adsRedirect=true,Anonymous,,neutral,0.7036,0.5,neutral,roberta,Child lock,Product states there is a child lock. The beverage cooler I received has no lock at all,,False,0
2037622238,,https://www.walmart.com/ip/Simzlife-126-Can-Beverage-Refrigerator-and-Cooler-with-Glass-Door-for-Home-18-9-in-W-31-5-in-H/2037622238?classType=VARIANT&athbdg=L1103&adsRedirect=true,Anonymous,,neutral,0.5831,0.5,neutral,roberta,,Seems to keep in high 30's instead of 32 degrees. After a month of use it runs louder you can hear from other room. Okay considering the price.,,False,0
2037622238,,https://www.walmart.com/ip/Simzlife-126-Can-Beverage-Refrigerator-and-Cooler-with-Glass-Door-for-Home-18-9-in-W-31-5-in-H/2037622238?classType=VARIANT&athbdg=L1103&adsRedirect=true,Anonymous,,neutral,0.4968,0.5,neutral,roberta,,I only bought this off brand because it has a picture showing lower temp down to 32F. It only goes to 34F.,,False,0
