product_id,product_name,product_url,reviewer_name,rating,sentiment,confidence,score,roberta_label,method,title,review_text,date,verified_purchase,helpful_count
9293800001,,https://www.walmart.com/ip/VEAT00L-A9-ANC-ENC-Earbuds-with-Smart-Touch-Screen-Bluetooth-5-4-HiFi-Stereo-Multiple-EQ-settings/9293800001,Anonymous,,positive,0.7388,0.8694,positive,roberta,,"Other than to set up, I really havent used them yet; but the set up was fairly straight forward, and it arrived early, always a plus for me!! if anything, I just wish these companies would print the instructions a bit bigger! Its hard to hold a magnifying glass, intructions and the case to set up-- lol!",,False,0
9293800001,,https://www.walmart.com/ip/VEAT00L-A9-ANC-ENC-Earbuds-with-Smart-Touch-Screen-Bluetooth-5-4-HiFi-Stereo-Multiple-EQ-settings/9293800001,Anonymous,,positive,0.8149,0.9074,positive,roberta,There are better products in the VEATOOL range.,"I wanted to love these. I really did. I'd previously owned two sets of X08's, one failed (one earpiece broke), the other set's going strong. So I do appreciate the VEATOOL brand and their reliable/affordable set of products When I seen these, I thought 'oh this must be the next new thing'. Touch screen, etc. Lets start with some of the more obvious flaws. 1. Frequently disconnects - also very easy to de-pair with the other headset and give you that wonky out of phase audio feeling. 2. Charge lasts about an hour. Makes me think that something's constantly trying to pair or work harder than it needs to, to maintain a connection. I've disabled noise cancelling and graphic equalization. Still doesn't last longer. 3. The textured coating on the earpieces (while nice) can become quite slick and leave you fumbling and accidentally touch the controls on the earpiece when you didn't intend to , cutting off a call or other. 4. Touch screen on case. Nice idea but it is fiddly. Doesn't work well with big thumbs. If you want a basic but reliable model, try the X08. Good battery life, wireless charging and average noise cancelling. I will try other models in their lineup in the future, but I think these ones need some TLC from VEATOOL before they're ready for prime-time.",,False,0
9293800001,,https://www.walmart.com/ip/VEAT00L-A9-ANC-ENC-Earbuds-with-Smart-Touch-Screen-Bluetooth-5-4-HiFi-Stereo-Multiple-EQ-settings/9293800001,Anonymous,,negative,0.8905,0.0547,negative,roberta,Not worth the little money you spend.,"Sound is great, however play randomly stops on it's own A LOT. Every 5-10 minutes I have to hit the play button again. If it is user error, I sure can't figure out what it is to fix it. Not worth the money spent on them. Even if they are a cheaper set. Also touchscreen is way too small to see or use.",,False,0
9293800001,,https://www.walmart.com/ip/VEAT00L-A9-ANC-ENC-Earbuds-with-Smart-Touch-Screen-Bluetooth-5-4-HiFi-Stereo-Multiple-EQ-settings/9293800001,Anonymous,,negative,0.8145,0.0928,negative,roberta,stopped working,"I read reviews before purchase. they said these buds had sound very comparable to Sony. they did not. the sound was ok but too cinematic and reverb type. difficult to turn up volume to level I wanted because the sound quality would hurt ears and distort. to sensitive to sounds. often turn off due to external sounds. the case also too sensitive to movement if in pocket walking or moving around. unit would turn buds off and on or even change setting while listening. after 3 weeks of use, I had high pitched screeching type sound - feedback type - then unit ceased to function. go home and tested out...no power. tried charging...nothing? apparently something burned out inside. I had issues prior to this model, from same company, but different model and different issues. this manufacturer has poor quality products.",,False,0
9293800001,,https://www.walmart.com/ip/VEAT00L-A9-ANC-ENC-Earbuds-with-Smart-Touch-Screen-Bluetooth-5-4-HiFi-Stereo-Multiple-EQ-settings/9293800001,Anonymous,,negative,0.8951,0.0524,negative,roberta,,"The notification volume is deafening and painful. The earbuds are so sensitive to touch that they constantly mistake walking, chewing, or even breathing for a touch command. My music is constantly being paused unintentionally. Often only a few seconds can play before my eardrums are blasted by a voice saying *PAUSED*, or an equally loud dinging noise that lets me know my phone's AI assistant has been activated; a feature I never intentionally ask for or want to use. These earbuds are unusable.",,False,0
9293800001,,https://www.walmart.com/ip/VEAT00L-A9-ANC-ENC-Earbuds-with-Smart-Touch-Screen-Bluetooth-5-4-HiFi-Stereo-Multiple-EQ-settings/9293800001,Anonymous,,negative,0.6887,0.1556,negative,roberta,okay,"Everything sounds nice.Actually it was an accidental purchase.But the battery doesn't last long.I don't even really know how to use the air buds.But it was nothing that I wanted like I said, it was accidental purchase and I should have sent them back and just didn't do it in time, but that's just for me.I'm not saying for anybody else",,False,0
9293800001,,https://www.walmart.com/ip/VEAT00L-A9-ANC-ENC-Earbuds-with-Smart-Touch-Screen-Bluetooth-5-4-HiFi-Stereo-Multiple-EQ-settings/9293800001,Anonymous,,negative,0.9425,0.0288,negative,roberta,Awful service,I purchased the earbuds they came. They do not work. They will not charge nothing. I left in charge of it for 24 hours. Nothing I've tried contacting the company that they came from and they do not respond back so I'm trying to figure out how I'm gonna get them fixed or replaced.,,False,0
9293800001,,https://www.walmart.com/ip/VEAT00L-A9-ANC-ENC-Earbuds-with-Smart-Touch-Screen-Bluetooth-5-4-HiFi-Stereo-Multiple-EQ-settings/9293800001,Anonymous,,neutral,0.6131,0.5,neutral,roberta,VEAT00L A9 ANC ENC touch screen fell out.,"I purchased these VEAT00L A9 ANC ENC Earbuds with Smart Touch Screen on August 17th. I gave them to my wife, she really liked the sound and the fit was good. She put them back into the box and said "" I will take them on our vacation trip in a few weeks"". The week before we left on vacation (September) she got the earbuds out of the little charger box and was listening to them while we started packing, after a few minutes she said ""what's wrong with the screen on the charger box?"" I looked at it and the screen had fallen out in her hand. I understand these earbuds ain't Beats or Apple buds, but I didn't expect the touch screen to fall out before we really had a chance to use them. Maybe it didn't get glued in good at the manufacturer? I don't know... I have the VEATOOL T5 %26 V6 earbuds and they work very well with no issues so far.",,False,0
9293800001,,https://www.walmart.com/ip/VEAT00L-A9-ANC-ENC-Earbuds-with-Smart-Touch-Screen-Bluetooth-5-4-HiFi-Stereo-Multiple-EQ-settings/9293800001,Anonymous,,negative,0.95,0.025,negative,roberta,,I ended up with three pair of these and not a single one of them worked. You can't plug them into charge them. I tried changing cords everything I could think of and I could never even get them to charge. Complete waste of my time and money. save yourself the trouble do not buy these,,False,0
9293800001,,https://www.walmart.com/ip/VEAT00L-A9-ANC-ENC-Earbuds-with-Smart-Touch-Screen-Bluetooth-5-4-HiFi-Stereo-Multiple-EQ-settings/9293800001,Anonymous,,negative,0.8191,0.0904,negative,roberta,,"Would not stop connecting and disconnecting from phone tried for an hour got to listen to 6 songs interrupted from disconnecting. None of the other listening modes work all the same. Case wouldn't stay off would turn back on, on its own. Changed music in its own. It's a shame because the sound isn't bad and the fit is good just the Bluetooth and different modes are trash. Screen worked just fine and flashlight wasn't bright but it be good for getting a key in a door at night.",,False,0
