product_id,product_name,product_url,reviewer_name,rating,sentiment,confidence,score,roberta_label,method,title,review_text,date,verified_purchase,helpful_count
407389542,,https://www.walmart.com/ip/CyberPower-SX950U-950VA-510W-Black-Battery-Backup-UPS-System-with-12-Outlets-and-5-ft-Cord/407389542?classType=REGULAR&adsRedirect=true,Anonymous,,neutral,0.5637,0.5,neutral,roberta,It's the right size for me,My FiOs box died and they replaced it with one without a battery backup for the phone. So I bought this to keep things alive in the event of an outage. Turns out it has a sealed lead-acid battery in it the same size as the old FiOs box.,,False,0
407389542,,https://www.walmart.com/ip/CyberPower-SX950U-950VA-510W-Black-Battery-Backup-UPS-System-with-12-Outlets-and-5-ft-Cord/407389542?classType=REGULAR&adsRedirect=true,Anonymous,,neutral,0.4857,0.5,neutral,roberta,Reliable and functional but not so convenient,"It handles a respectable load for a UPS in this price range. Also nice that it has plenty of outlets. What I don't like is how turning it on and off requires the power button to be held down for about two seconds and the button is sunk into the shell rather than being raised to make it easier to find and press. Having the UPS on the floor works better to save desk space, so using my foot to operate the power button saves bending over, but the design makes this less convenient.",,False,0
407389542,,https://www.walmart.com/ip/CyberPower-SX950U-950VA-510W-Black-Battery-Backup-UPS-System-with-12-Outlets-and-5-ft-Cord/407389542?classType=REGULAR&adsRedirect=true,Anonymous,,neutral,0.4828,0.5,neutral,roberta,A must have with the bad power company in Houston,Living in Houston we get several storms each year. This UPS has all our TV equipment and router plugged in to it. This saves the equipment plus when there is short intervals without power the equipment doesn't have to reset. We don't watch TV using this box when power is off.,,False,0
407389542,,https://www.walmart.com/ip/CyberPower-SX950U-950VA-510W-Black-Battery-Backup-UPS-System-with-12-Outlets-and-5-ft-Cord/407389542?classType=REGULAR&adsRedirect=true,Anonymous,,neutral,0.441,0.5,neutral,roberta,,Needed more power than what I got from my old ones and this one delivered,,False,0
407389542,,https://www.walmart.com/ip/CyberPower-SX950U-950VA-510W-Black-Battery-Backup-UPS-System-with-12-Outlets-and-5-ft-Cord/407389542?classType=REGULAR&adsRedirect=true,Anonymous,,neutral,0.6707,0.5,neutral,roberta,,"Our FPL electric drops for 1/2 a second many times during this part of the year, but with this UPS unit, it keeps our cable box, and internet up.",,False,0
407389542,,https://www.walmart.com/ip/CyberPower-SX950U-950VA-510W-Black-Battery-Backup-UPS-System-with-12-Outlets-and-5-ft-Cord/407389542?classType=REGULAR&adsRedirect=true,Anonymous,,neutral,0.4874,0.5,neutral,roberta,Office necessity,"Like a lot of folks these days, I work from home. So my computer and my internet connection are critical. Even more critical is not losing data or days of work due to power outages. I vowed the last time that happened, during an ice storm when the electricity was out for days, that I would invest in a universal power supply. But I could never justify the cost for something that only gets used every now and then. But this battery backup is so affordable, I can't afford not to have it in my home office. My internet modem, computer, and monitor all can be plugged into it so that if, or should I say when the power goes out again -- and it will -- I now have the ability to finish and save my work in progress, upload it safely, and shut everything down properly. Those few extra minutes can potentially save days of work. It's peace of mind at an affordable price. A must-have for anyone who works from home, yet powerful enough for a small office too. Also allows me to charge my phone fully while I still can.",,False,0
407389542,,https://www.walmart.com/ip/CyberPower-SX950U-950VA-510W-Black-Battery-Backup-UPS-System-with-12-Outlets-and-5-ft-Cord/407389542?classType=REGULAR&adsRedirect=true,Anonymous,,neutral,0.6576,0.5,neutral,roberta,"For home use, a good choice.","For me, a backup has to support a router, phone, external HDs, PC, and monitor to support a tidy shutdown in case of power failure. I also wanted surge protection for a printer, scanner and occasional camera. There are enough receptacles to satisfy those requirements. The only difficulty would be if I increased the devices needing backup because - as always - manufacturers don't even try to follow a standard orientation of power adapters. That means one adapter is taking up one slot and covering up the adjacent one preventing it being used. But that's a potential problem for most backups of this type. It's not a problem yet. I can't comment on the way it works with the PowerPanel management software because I don't want it hooked up and running on my computer. Certainly for an off-the-shelf unit for home use, it's satisfactory. I hope to never find out that it's otherwise.",,False,0
407389542,,https://www.walmart.com/ip/CyberPower-SX950U-950VA-510W-Black-Battery-Backup-UPS-System-with-12-Outlets-and-5-ft-Cord/407389542?classType=REGULAR&adsRedirect=true,Anonymous,,neutral,0.777,0.5,neutral,roberta,Works fine,When Black out suddenly comes It hold it pc monitor 2 routers Had 2 minutes to save and turn of everything,,False,0
481285511,,https://www.walmart.com/ip/APC-UPS-Battery-Backup-Surge-Protector-with-AVR-1500VA-APC-Back-UPS-Pro-BX1500M/481285511?athcpid=481285511&athpgid=AthenaItempage&athcgid=null&athznid=urfu&athieid=v0&athstid=CS020%7ECS098&athguid=Kv5S5s8SvgukP5k2WGIN-yA7JcsI1McKpJb1&athancid=187572176&athposb=5&athena=true&adsRedirect=true,Anonymous,,neutral,0.6369,0.5,neutral,roberta,,this item works for me when we loose power I have to use a medical equipment.,,False,0
481285511,,https://www.walmart.com/ip/APC-UPS-Battery-Backup-Surge-Protector-with-AVR-1500VA-APC-Back-UPS-Pro-BX1500M/481285511?athcpid=481285511&athpgid=AthenaItempage&athcgid=null&athznid=urfu&athieid=v0&athstid=CS020%7ECS098&athguid=Kv5S5s8SvgukP5k2WGIN-yA7JcsI1McKpJb1&athancid=187572176&athposb=5&athena=true&adsRedirect=true,Anonymous,,neutral,0.5296,0.5,neutral,roberta,Item shipped was not new (Refurbished),"The APC BX1500 Back-Up was shipped in a broken cardboard box (Not the original), missing the PowerChute software and the USB and Internet cables. The Unit itself is refurbished; the battery was the only thing that appeared new. I installed the unit and so far is working, therefore I chose not to go to the hassle of returning it to WALMART.",,False,0
481285511,,https://www.walmart.com/ip/APC-UPS-Battery-Backup-Surge-Protector-with-AVR-1500VA-APC-Back-UPS-Pro-BX1500M/481285511?athcpid=481285511&athpgid=AthenaItempage&athcgid=null&athznid=urfu&athieid=v0&athstid=CS020%7ECS098&athguid=Kv5S5s8SvgukP5k2WGIN-yA7JcsI1McKpJb1&athancid=187572176&athposb=5&athena=true&adsRedirect=true,Anonymous,,neutral,0.788,0.5,neutral,roberta,,"Works - after I charged it, I was organizing the mess under my desk, and decided to move which socket it was plugged into, not remembering I already had my internet router and computer plugged into it and on... pulled the plug, heard it beep that it was switched over to battery, and the fans spin up. Plugged it back in and it switched back, and the desktop was still on / running fine. I just ordered a 2nd one for my wife's setup.",,False,0
481285511,,https://www.walmart.com/ip/APC-UPS-Battery-Backup-Surge-Protector-with-AVR-1500VA-APC-Back-UPS-Pro-BX1500M/481285511?athcpid=481285511&athpgid=AthenaItempage&athcgid=null&athznid=urfu&athieid=v0&athstid=CS020%7ECS098&athguid=Kv5S5s8SvgukP5k2WGIN-yA7JcsI1McKpJb1&athancid=187572176&athposb=5&athena=true&adsRedirect=true,Anonymous,,neutral,0.5246,0.5,neutral,roberta,Lucky Sale Price,"Display shows the Load, In/Out watts, Battery time based on the power flow of what is plugged in. Device shows I'm using 10% Load with my PC and 1 monitor and that it will keep running for over an hour during an outage. 3-5 minutes should be all one needs to save files and shutdown, so ±75 minutes is plenty. Really too much for my needs, but it was $52 for overgeared protection.",,False,0
481285511,,https://www.walmart.com/ip/APC-UPS-Battery-Backup-Surge-Protector-with-AVR-1500VA-APC-Back-UPS-Pro-BX1500M/481285511?athcpid=481285511&athpgid=AthenaItempage&athcgid=null&athznid=urfu&athieid=v0&athstid=CS020%7ECS098&athguid=Kv5S5s8SvgukP5k2WGIN-yA7JcsI1McKpJb1&athancid=187572176&athposb=5&athena=true&adsRedirect=true,Anonymous,,neutral,0.6344,0.5,neutral,roberta,A necessity here in Florida,"In most cases, smaller wattages are fine, but if you want to continue working for a while instead of just safely shutting down, get the highest rating you can afford.",,False,0
481285511,,https://www.walmart.com/ip/APC-UPS-Battery-Backup-Surge-Protector-with-AVR-1500VA-APC-Back-UPS-Pro-BX1500M/481285511?athcpid=481285511&athpgid=AthenaItempage&athcgid=null&athznid=urfu&athieid=v0&athstid=CS020%7ECS098&athguid=Kv5S5s8SvgukP5k2WGIN-yA7JcsI1McKpJb1&athancid=187572176&athposb=5&athena=true&adsRedirect=true,Anonymous,,neutral,0.5198,0.5,neutral,roberta,for more than just fun electronics,"My grandmother is 96 years old and has to breathe concentrated oxygen constantly. The power in her apartment frequently goes out whenever it storms there, so on several occasions over the years she's found herself suddenly suffocating in the dark and forced to try to open a portable oxygen cylinder with arthritic hands. She has never owned a computer and has no need for one, but her oxygen concentrator draws a significant amount of power. The 900 V/A UPS that I use for my computer only lasted 6 minutes under that load, so after some research I settled on this product. This battery backup still only lasts for 15-20 minutes, so it will not provide continuous power through most blackouts, but it gives her enough time for either neighbors, family, or emergency services to check on her and open an oxygen tank or plug the oxygen machine into a generator with an extension cord. The battery alarm will also immediately let her know she needs help if the power goes out in the middle of the night rather than violently coughing herself awake, which is how she used to find out. This device was put to the test less than a month after I put it in her home. She initially panicked when the lights went out, but realized after 30 seconds that she could still breathe. The UPS worked exactly the way I hoped it would. She was able to remain calm and safe until help arrived. I recommend anyone with elderly relatives to consider something like this as an option, but you will need to do some math first and make sure the volts / amps / watts on whatever you're plugging into it will last long enough on battery power to suit your purposes.",,False,0
481285511,,https://www.walmart.com/ip/APC-UPS-Battery-Backup-Surge-Protector-with-AVR-1500VA-APC-Back-UPS-Pro-BX1500M/481285511?athcpid=481285511&athpgid=AthenaItempage&athcgid=null&athznid=urfu&athieid=v0&athstid=CS020%7ECS098&athguid=Kv5S5s8SvgukP5k2WGIN-yA7JcsI1McKpJb1&athancid=187572176&athposb=5&athena=true&adsRedirect=true,Anonymous,,neutral,0.7446,0.5,neutral,roberta,,Price was the same as other competitors. But ultimately went with Walmart because of the potential store pickup availability.,,False,0
481285511,,https://www.walmart.com/ip/APC-UPS-Battery-Backup-Surge-Protector-with-AVR-1500VA-APC-Back-UPS-Pro-BX1500M/481285511?athcpid=481285511&athpgid=AthenaItempage&athcgid=null&athznid=urfu&athieid=v0&athstid=CS020%7ECS098&athguid=Kv5S5s8SvgukP5k2WGIN-yA7JcsI1McKpJb1&athancid=187572176&athposb=5&athena=true&adsRedirect=true,Anonymous,,neutral,0.3504,0.5,neutral,roberta,,I absolutely would not want to be without one of these going. I can and have relied on it in the past and looking to the future.,,False,0
481285511,,https://www.walmart.com/ip/APC-UPS-Battery-Backup-Surge-Protector-with-AVR-1500VA-APC-Back-UPS-Pro-BX1500M/481285511?athcpid=481285511&athpgid=AthenaItempage&athcgid=null&athznid=urfu&athieid=v0&athstid=CS020%7ECS098&athguid=Kv5S5s8SvgukP5k2WGIN-yA7JcsI1McKpJb1&athancid=187572176&athposb=5&athena=true&adsRedirect=true,Anonymous,,neutral,0.5251,0.5,neutral,roberta,Plenty of power,New computer needed more power than my old UPS could provide. This one gives me a 20-25% cushion.,,False,0
481285511,,https://www.walmart.com/ip/APC-UPS-Battery-Backup-Surge-Protector-with-AVR-1500VA-APC-Back-UPS-Pro-BX1500M/481285511?athcpid=481285511&athpgid=AthenaItempage&athcgid=null&athznid=urfu&athieid=v0&athstid=CS020%7ECS098&athguid=Kv5S5s8SvgukP5k2WGIN-yA7JcsI1McKpJb1&athancid=187572176&athposb=5&athena=true&adsRedirect=true,Anonymous,,neutral,0.4933,0.5,neutral,roberta,Does what it's supposed to.,Does what it's supposed to. Easy to set up.,,False,0
481285511,,https://www.walmart.com/ip/APC-UPS-Battery-Backup-Surge-Protector-with-AVR-1500VA-APC-Back-UPS-Pro-BX1500M/481285511?athcpid=481285511&athpgid=AthenaItempage&athcgid=null&athznid=urfu&athieid=v0&athstid=CS020%7ECS098&athguid=Kv5S5s8SvgukP5k2WGIN-yA7JcsI1McKpJb1&athancid=187572176&athposb=5&athena=true&adsRedirect=true,Anonymous,,neutral,0.7413,0.5,neutral,roberta,As advertised,Works like it should if your on the fence don't be work as it should.,,False,0
481285511,,https://www.walmart.com/ip/APC-UPS-Battery-Backup-Surge-Protector-with-AVR-1500VA-APC-Back-UPS-Pro-BX1500M/481285511?athcpid=481285511&athpgid=AthenaItempage&athcgid=null&athznid=urfu&athieid=v0&athstid=CS020%7ECS098&athguid=Kv5S5s8SvgukP5k2WGIN-yA7JcsI1McKpJb1&athancid=187572176&athposb=5&athena=true&adsRedirect=true,Anonymous,,neutral,0.4991,0.5,neutral,roberta,only 5 battery backup outlets not six,One battery protected outlet short.,,False,0
481285511,,https://www.walmart.com/ip/APC-UPS-Battery-Backup-Surge-Protector-with-AVR-1500VA-APC-Back-UPS-Pro-BX1500M/481285511?athcpid=481285511&athpgid=AthenaItempage&athcgid=null&athznid=urfu&athieid=v0&athstid=CS020%7ECS098&athguid=Kv5S5s8SvgukP5k2WGIN-yA7JcsI1McKpJb1&athancid=187572176&athposb=5&athena=true&adsRedirect=true,Anonymous,,neutral,0.8593,0.5,neutral,roberta,Tracking number for UPS.,I need the tracking number UPS as item.,,False,0
